rssi,variance,beacon_x,beacon_y,device_x,device_y,beacon_roll,beacon_pitch,beacon_yaw,device_roll,device_pitch,device_yaw
-74.33333333,1.503546099,725,358.5,180,118.5,89.13481281,60.41736562,20.26998821,2.212500972,-0.16116828,164.9773817
-79.375,5.532258065,480,0,180,118.5,-88.80278625,-19.76638299,-8.425050755,-2.572295903,52.59628619,79.29092408
-74.975,2.640384615,725,421.5,180,118.5,-88.90902026,27.57976167,-162.7960448,-2.572295903,52.59628619,79.29092408
-69.54347826,5.098067633,0,358.5,180,118.5,89.63943767,-25.0168614,-95.79736684,-2.572295903,52.59628619,79.29092408
-83.35294118,4.053475936,725,358.5,180,118.5,89.13481281,60.41736562,20.26998821,-2.572295903,52.59628619,79.29092408
-70.92307692,1.013574661,0,358.5,240,118.5,89.63943767,-25.0168614,-95.79736684,-0.455875578,50.5853445,0.168271283
-73.80952381,0.694541231,725,421.5,240,118.5,-88.90902026,27.57976167,-162.7960448,-0.455875578,50.5853445,0.168271283
-77.4,6.070588235,725,358.5,240,118.5,89.13481281,60.41736562,20.26998821,-0.455875578,50.5853445,0.168271283
-70.69767442,7.263565891,480,0,240,118.5,-88.80278625,-19.76638299,-8.425050755,-0.455875578,50.5853445,0.168271283
-80.86111111,4.523015873,725,358.5,240,118.5,89.13481281,60.41736562,20.26998821,1.0950877,12.73920092,-104.9232312
-65.63414634,3.087804878,480,0,240,118.5,-88.80278625,-19.76638299,-8.425050755,1.0950877,12.73920092,-104.9232312
-73.41176471,9.340463458,0,358.5,240,118.5,89.63943767,-25.0168614,-95.79736684,1.0950877,12.73920092,-104.9232312
-74.53061224,1.254251701,725,421.5,240,118.5,-88.90902026,27.57976167,-162.7960448,1.0950877,12.73920092,-104.9232312
-70.28947368,2.103129445,725,358.5,240,118.5,89.13481281,60.41736562,20.26998821,1.632632423,-5.171035454,166.6895371
-65.66666667,0.590909091,480,0,240,118.5,-88.80278625,-19.76638299,-8.425050755,1.632632423,-5.171035454,166.6895371
-68.32653061,0.474489796,0,358.5,240,118.5,89.63943767,-25.0168614,-95.79736684,1.632632423,-5.171035454,166.6895371
-71.6,0.244897959,725,421.5,240,118.5,-88.90902026,27.57976167,-162.7960448,1.632632423,-5.171035454,166.6895371
-76.58974359,1.195681511,480,0,240,118.5,-88.80278625,-19.76638299,-8.425050755,-0.360984556,27.91902743,82.24813321
-67.67346939,0.224489796,725,421.5,240,118.5,-88.90902026,27.57976167,-162.7960448,-0.360984556,27.91902743,82.24813321
-70.57575758,6.689393939,725,358.5,240,118.5,89.13481281,60.41736562,20.26998821,-0.360984556,27.91902743,82.24813321
-74.8,1.254545455,0,358.5,240,118.5,89.63943767,-25.0168614,-95.79736684,-0.360984556,27.91902743,82.24813321
-76.97222222,1.627777778,725,421.5,300,118.5,-88.90902026,27.57976167,-162.7960448,-0.918104689,16.62919912,-44.92892276
-69.10204082,3.885204082,480,0,300,118.5,-88.80278625,-19.76638299,-8.425050755,-0.918104689,16.62919912,-44.92892276
-70.97435897,6.341430499,0,358.5,300,118.5,89.63943767,-25.0168614,-95.79736684,-0.918104689,16.62919912,-44.92892276
-68.9245283,13.45573295,725,358.5,300,118.5,89.13481281,60.41736562,20.26998821,-0.918104689,16.62919912,-44.92892276
-69.44444444,0.434343434,725,358.5,300,118.5,89.13481281,60.41736562,20.26998821,1.972045554,2.604731323,-106.9941735
-65.22916667,1.28679078,480,0,300,118.5,-88.80278625,-19.76638299,-8.425050755,1.972045554,2.604731323,-106.9941735
-73.04651163,2.854928018,725,421.5,300,118.5,-88.90902026,27.57976167,-162.7960448,1.972045554,2.604731323,-106.9941735
-73.73913043,0.50821256,0,358.5,300,118.5,89.63943767,-25.0168614,-95.79736684,1.972045554,2.604731323,-106.9941735
-73.875,5.394230769,725,421.5,300,118.5,-88.90902026,27.57976167,-162.7960448,-2.103981793,52.08486763,163.8586374
-61.5,0.921568627,480,0,300,118.5,-88.80278625,-19.76638299,-8.425050755,-2.103981793,52.08486763,163.8586374
-71.86792453,25.03991292,725,358.5,300,118.5,89.13481281,60.41736562,20.26998821,-2.103981793,52.08486763,163.8586374
-77.3125,12.15725806,0,358.5,300,118.5,89.63943767,-25.0168614,-95.79736684,-2.103981793,52.08486763,163.8586374
-75.29545455,3.747885835,725,358.5,300,118.5,89.13481281,60.41736562,20.26998821,1.613185535,3.939474766,51.64304859
-75.58536585,1.698780488,725,421.5,300,118.5,-88.90902026,27.57976167,-162.7960448,1.613185535,3.939474766,51.64304859
-68.94117647,5.496470588,0,358.5,300,118.5,89.63943767,-25.0168614,-95.79736684,1.613185535,3.939474766,51.64304859
-69.70731707,2.762195122,480,0,300,118.5,-88.80278625,-19.76638299,-8.425050755,1.613185535,3.939474766,51.64304859
-67.34883721,1.708748616,0,358.5,360,118.5,89.63943767,-25.0168614,-95.79736684,2.891668448,38.44844,-22.81756436
-62.83333333,1.375886525,480,0,360,118.5,-88.80278625,-19.76638299,-8.425050755,2.891668448,38.44844,-22.81756436
-76.17073171,9.045121951,725,358.5,360,118.5,89.13481281,60.41736562,20.26998821,2.891668448,38.44844,-22.81756436
-71.38181818,1.018181818,725,421.5,360,118.5,-88.90902026,27.57976167,-162.7960448,2.891668448,38.44844,-22.81756436
-72.11627907,27.15282392,725,421.5,360,118.5,-88.90902026,27.57976167,-162.7960448,1.037936422,13.75425539,-106.2284243
-70.16666667,4.239837398,725,358.5,360,118.5,89.13481281,60.41736562,20.26998821,1.037936422,13.75425539,-106.2284243
-67.2,0.644444444,0,358.5,360,118.5,89.63943767,-25.0168614,-95.79736684,1.037936422,13.75425539,-106.2284243
-59.24444444,4.188888889,480,0,360,118.5,-88.80278625,-19.76638299,-8.425050755,1.037936422,13.75425539,-106.2284243
-76.29545455,4.864164905,725,358.5,360,118.5,89.13481281,60.41736562,20.26998821,1.309488869,11.3813447,160.8541012
-72.63414634,2.787804878,725,421.5,360,118.5,-88.90902026,27.57976167,-162.7960448,1.309488869,11.3813447,160.8541012
-74.10810811,8.599099099,0,358.5,360,118.5,89.63943767,-25.0168614,-95.79736684,1.309488869,11.3813447,160.8541012
-64.38095238,0.241579559,480,0,360,118.5,-88.80278625,-19.76638299,-8.425050755,1.309488869,11.3813447,160.8541012
-70.56756757,0.363363363,725,358.5,360,118.5,89.13481281,60.41736562,20.26998821,2.804984862,-6.148878179,81.9701118
-67.15384615,9.344129555,480,0,360,118.5,-88.80278625,-19.76638299,-8.425050755,2.804984862,-6.148878179,81.9701118
-73.87804878,21.7597561,725,421.5,360,118.5,-88.90902026,27.57976167,-162.7960448,2.804984862,-6.148878179,81.9701118
-64.85714286,0.375,0,358.5,360,118.5,89.63943767,-25.0168614,-95.79736684,2.804984862,-6.148878179,81.9701118
-71.88235294,0.89483066,725,421.5,420,118.5,-88.90902026,27.57976167,-162.7960448,1.889653437,49.17356235,-28.67389443
-73.22916667,0.648492908,725,358.5,420,118.5,89.13481281,60.41736562,20.26998821,1.889653437,49.17356235,-28.67389443
-65.14285714,1.215584416,0,358.5,420,118.5,89.63943767,-25.0168614,-95.79736684,1.889653437,49.17356235,-28.67389443
-58.04918033,0.71420765,480,0,420,118.5,-88.80278625,-19.76638299,-8.425050755,1.889653437,49.17356235,-28.67389443
-73.96226415,2.03701016,725,421.5,420,118.5,-88.90902026,27.57976167,-162.7960448,2.726343242,14.93790377,-111.3802558
-58.6,0.563636364,480,0,420,118.5,-88.80278625,-19.76638299,-8.425050755,2.726343242,14.93790377,-111.3802558
-79.38235294,0.849376114,725,358.5,420,118.5,89.13481281,60.41736562,20.26998821,2.726343242,14.93790377,-111.3802558
-69.53488372,3.207087486,0,358.5,420,118.5,89.63943767,-25.0168614,-95.79736684,2.726343242,14.93790377,-111.3802558
-67.62162162,10.46396396,725,421.5,420,118.5,-88.90902026,27.57976167,-162.7960448,3.636136998,4.240723152,154.9809744
-63.12244898,11.90136054,480,0,420,118.5,-88.80278625,-19.76638299,-8.425050755,3.636136998,4.240723152,154.9809744
-74.52830189,4.215529753,0,358.5,420,118.5,89.63943767,-25.0168614,-95.79736684,3.636136998,4.240723152,154.9809744
-71.94545455,2.015488215,725,358.5,420,118.5,89.13481281,60.41736562,20.26998821,3.636136998,4.240723152,154.9809744
-68,0.1,725,421.5,420,118.5,-88.90902026,27.57976167,-162.7960448,2.549376882,36.79668639,58.8281877
-59.94444444,0.968253968,480,0,420,118.5,-88.80278625,-19.76638299,-8.425050755,2.549376882,36.79668639,58.8281877
-68.4,1.015384615,725,358.5,420,118.5,89.13481281,60.41736562,20.26998821,2.549376882,36.79668639,58.8281877
-70.81395349,0.393133998,0,358.5,420,118.5,89.63943767,-25.0168614,-95.79736684,2.549376882,36.79668639,58.8281877
-69.67346939,1.849489796,725,358.5,480,118.5,89.13481281,60.41736562,20.26998821,1.560672848,1.603116077,-35.22709422
-74.12820513,11.21997301,725,421.5,480,118.5,-88.90902026,27.57976167,-162.7960448,1.560672848,1.603116077,-35.22709422
-72.15789474,4.514935989,0,358.5,480,118.5,89.63943767,-25.0168614,-95.79736684,1.560672848,1.603116077,-35.22709422
-59.46938776,3.712585034,480,0,480,118.5,-88.80278625,-19.76638299,-8.425050755,1.560672848,1.603116077,-35.22709422
-61.18604651,2.250276855,480,0,480,118.5,-88.80278625,-19.76638299,-8.425050755,-5.044666886,62.64947123,-123.9327299
-69.78947368,0.419172932,0,358.5,480,118.5,89.63943767,-25.0168614,-95.79736684,-5.044666886,62.64947123,-123.9327299
-72.30769231,0.218623482,725,358.5,480,118.5,89.13481281,60.41736562,20.26998821,-5.044666886,62.64947123,-123.9327299
-67.77192982,9.464912281,725,421.5,480,118.5,-88.90902026,27.57976167,-162.7960448,-5.044666886,62.64947123,-123.9327299
-65.92592593,1.201956674,725,421.5,480,118.5,-88.90902026,27.57976167,-162.7960448,-2.901771542,56.02312161,142.2747107
-74.25,11.12209302,0,358.5,480,118.5,89.63943767,-25.0168614,-95.79736684,-2.901771542,56.02312161,142.2747107
-73.47619048,3.426248548,480,0,480,118.5,-88.80278625,-19.76638299,-8.425050755,-2.901771542,56.02312161,142.2747107
-69.93181818,5.739429175,725,358.5,480,118.5,89.13481281,60.41736562,20.26998821,-2.901771542,56.02312161,142.2747107
-70.14545455,1.08956229,0,358.5,480,118.5,89.63943767,-25.0168614,-95.79736684,2.307185155,12.14849301,54.7496809
-74.17391304,3.169082126,480,0,480,118.5,-88.80278625,-19.76638299,-8.425050755,2.307185155,12.14849301,54.7496809
-75.2195122,8.375609756,725,358.5,480,118.5,89.13481281,60.41736562,20.26998821,2.307185155,12.14849301,54.7496809
-64.08695652,2.303381643,725,421.5,480,118.5,-88.90902026,27.57976167,-162.7960448,2.307185155,12.14849301,54.7496809
-67.70833333,1.019503546,0,358.5,540,118.5,89.63943767,-25.0168614,-95.79736684,0.706529498,4.410149907,-39.95487719
-60.6,2.734693878,480,0,540,118.5,-88.80278625,-19.76638299,-8.425050755,0.706529498,4.410149907,-39.95487719
-69,1.11627907,725,358.5,540,118.5,89.13481281,60.41736562,20.26998821,0.706529498,4.410149907,-39.95487719
-73.69047619,2.072590012,725,421.5,540,118.5,-88.90902026,27.57976167,-162.7960448,0.706529498,4.410149907,-39.95487719
-69,0.730769231,725,358.5,540,118.5,89.13481281,60.41736562,20.26998821,1.962744837,26.27574002,-131.7052057
-78.65909091,3.625264271,0,358.5,540,118.5,89.63943767,-25.0168614,-95.79736684,1.962744837,26.27574002,-131.7052057
-61.42,0.248571429,480,0,540,118.5,-88.80278625,-19.76638299,-8.425050755,1.962744837,26.27574002,-131.7052057
-78.64102564,11.81511471,725,421.5,540,118.5,-88.90902026,27.57976167,-162.7960448,1.962744837,26.27574002,-131.7052057
-73.0625,9.737903226,725,358.5,540,118.5,89.13481281,60.41736562,20.26998821,0.054124702,-2.233036181,137.3713304
-74.5,1,725,421.5,540,118.5,-88.90902026,27.57976167,-162.7960448,0.054124702,-2.233036181,137.3713304
-74.2745098,3.123137255,0,358.5,540,118.5,89.63943767,-25.0168614,-95.79736684,0.054124702,-2.233036181,137.3713304
-64.18181818,1.2996633,480,0,540,118.5,-88.80278625,-19.76638299,-8.425050755,0.054124702,-2.233036181,137.3713304
-78.72727273,6.892045455,725,358.5,540,118.5,89.13481281,60.41736562,20.26998821,0.397929081,20.3542843,49.29987883
-66.57575758,0.251893939,725,421.5,540,118.5,-88.90902026,27.57976167,-162.7960448,0.397929081,20.3542843,49.29987883
-76.54761905,2.595238095,0,358.5,540,118.5,89.63943767,-25.0168614,-95.79736684,0.397929081,20.3542843,49.29987883
-63.23076923,0.182186235,480,0,540,118.5,-88.80278625,-19.76638299,-8.425050755,0.397929081,20.3542843,49.29987883
-74.325,5.455769231,725,421.5,600,118.5,-88.90902026,27.57976167,-162.7960448,0.153153144,3.801776891,-42.52739212
-63.94117647,0.856470588,480,0,600,118.5,-88.80278625,-19.76638299,-8.425050755,0.153153144,3.801776891,-42.52739212
-66.31578947,0.654338549,0,358.5,600,118.5,89.63943767,-25.0168614,-95.79736684,0.153153144,3.801776891,-42.52739212
-71.91304348,0.792270531,725,358.5,600,118.5,89.13481281,60.41736562,20.26998821,0.153153144,3.801776891,-42.52739212
-59.38461538,0.24291498,480,0,600,118.5,-88.80278625,-19.76638299,-8.425050755,-0.262194419,49.96282109,-138.9528186
-83.10714286,5.876984127,0,358.5,600,118.5,89.63943767,-25.0168614,-95.79736684,-0.262194419,49.96282109,-138.9528186
-74.97619048,2.56039489,725,421.5,600,118.5,-88.90902026,27.57976167,-162.7960448,-0.262194419,49.96282109,-138.9528186
-75.125,5.515957447,725,358.5,600,118.5,89.13481281,60.41736562,20.26998821,-0.262194419,49.96282109,-138.9528186
-68.42,1.595510204,725,421.5,600,118.5,-88.90902026,27.57976167,-162.7960448,3.884124665,22.39061514,127.2289975
-70.17777778,1.604040404,0,358.5,600,118.5,89.63943767,-25.0168614,-95.79736684,3.884124665,22.39061514,127.2289975
-67.91428571,0.786554622,725,358.5,600,118.5,89.13481281,60.41736562,20.26998821,3.884124665,22.39061514,127.2289975
-62.82608696,1.169082126,480,0,600,118.5,-88.80278625,-19.76638299,-8.425050755,3.884124665,22.39061514,127.2289975
-63.18181818,1.128964059,480,0,600,118.5,-88.80278625,-19.76638299,-8.425050755,-0.755541356,63.81257206,38.69652879
-66.27083333,0.201684397,725,421.5,600,118.5,-88.90902026,27.57976167,-162.7960448,-0.755541356,63.81257206,38.69652879
-70.17647059,2.188235294,725,358.5,600,118.5,89.13481281,60.41736562,20.26998821,-0.755541356,63.81257206,38.69652879
-73.34042553,0.92506938,0,358.5,600,118.5,89.63943767,-25.0168614,-95.79736684,-0.755541356,63.81257206,38.69652879
-78.34883721,1.470653378,725,421.5,60,178.5,-88.90902026,27.57976167,-162.7960448,2.883006949,3.37999097,50.40465768
-74.90243902,8.840243902,0,358.5,60,178.5,89.63943767,-25.0168614,-95.79736684,2.883006949,3.37999097,50.40465768
-73.67567568,5.614114114,480,0,60,178.5,-88.80278625,-19.76638299,-8.425050755,2.883006949,3.37999097,50.40465768
-75.11904762,5.961091754,725,358.5,60,178.5,89.13481281,60.41736562,20.26998821,2.883006949,3.37999097,50.40465768
-77.35714286,1.454703833,480,0,60,178.5,-88.80278625,-19.76638299,-8.425050755,-4.090999505,64.29755784,-40.14441902
-73.5862069,2.176648518,725,421.5,60,178.5,-88.90902026,27.57976167,-162.7960448,-4.090999505,64.29755784,-40.14441902
-77.4893617,1.994449584,725,358.5,60,178.5,89.13481281,60.41736562,20.26998821,-4.090999505,64.29755784,-40.14441902
-70.91071429,3.610064935,0,358.5,60,178.5,89.63943767,-25.0168614,-95.79736684,-4.090999505,64.29755784,-40.14441902
-70.73076923,0.592760181,725,358.5,60,178.5,89.13481281,60.41736562,20.26998821,0.966238643,8.563112677,-131.3834292
-65.39393939,0.371212121,480,0,60,178.5,-88.80278625,-19.76638299,-8.425050755,0.966238643,8.563112677,-131.3834292
-74.41176471,11.34046346,725,421.5,60,178.5,-88.90902026,27.57976167,-162.7960448,0.966238643,8.563112677,-131.3834292
-67.56363636,0.250505051,0,358.5,60,178.5,89.63943767,-25.0168614,-95.79736684,0.966238643,8.563112677,-131.3834292
-77.5952381,1.612659698,480,0,60,178.5,-88.80278625,-19.76638299,-8.425050755,0.408967765,36.59428513,147.5002464
-79.67567568,5.058558559,725,421.5,60,178.5,-88.90902026,27.57976167,-162.7960448,0.408967765,36.59428513,147.5002464
-80.85185185,3.9002849,725,358.5,60,178.5,89.13481281,60.41736562,20.26998821,0.408967765,36.59428513,147.5002464
-69.72093023,6.872646733,0,358.5,60,178.5,89.63943767,-25.0168614,-95.79736684,0.408967765,36.59428513,147.5002464
-79.87234043,1.331174838,725,421.5,120,178.5,-88.90902026,27.57976167,-162.7960448,1.564311188,6.335377368,47.19691111
-73.40425532,0.376503238,725,358.5,120,178.5,89.13481281,60.41736562,20.26998821,1.564311188,6.335377368,47.19691111
-69.76923077,0.708502024,0,358.5,120,178.5,89.63943767,-25.0168614,-95.79736684,1.564311188,6.335377368,47.19691111
-69.60344828,8.734724743,480,0,120,178.5,-88.80278625,-19.76638299,-8.425050755,1.564311188,6.335377368,47.19691111
-77.38461538,16.13765182,480,0,120,178.5,-88.80278625,-19.76638299,-8.425050755,1.336130236,-5.56860185,-40.41437198
-72.3902439,1.543902439,725,358.5,120,178.5,89.13481281,60.41736562,20.26998821,1.336130236,-5.56860185,-40.41437198
-74.26666667,4.518181818,725,421.5,120,178.5,-88.90902026,27.57976167,-162.7960448,1.336130236,-5.56860185,-40.41437198
-66.60416667,2.457003546,0,358.5,120,178.5,89.63943767,-25.0168614,-95.79736684,1.336130236,-5.56860185,-40.41437198
-72.94,1.159591837,725,421.5,120,178.5,-88.90902026,27.57976167,-162.7960448,-5.10171756,59.66046348,-129.5778823
-68.70833333,0.911231884,480,0,120,178.5,-88.80278625,-19.76638299,-8.425050755,-5.10171756,59.66046348,-129.5778823
-65.29166667,0.423758865,0,358.5,120,178.5,89.63943767,-25.0168614,-95.79736684,-5.10171756,59.66046348,-129.5778823
-76.05454545,3.274747475,725,358.5,120,178.5,89.13481281,60.41736562,20.26998821,-5.10171756,59.66046348,-129.5778823
-76.06,0.384081633,480,0,120,178.5,-88.80278625,-19.76638299,-8.425050755,2.067403002,-2.56609299,136.6589306
-79.48780488,1.156097561,725,421.5,120,178.5,-88.90902026,27.57976167,-162.7960448,2.067403002,-2.56609299,136.6589306
-65,0.1,0,358.5,120,178.5,89.63943767,-25.0168614,-95.79736684,2.067403002,-2.56609299,136.6589306
-75.8974359,2.304993252,725,358.5,120,178.5,89.13481281,60.41736562,20.26998821,2.067403002,-2.56609299,136.6589306
-73.51111111,2.073737374,0,358.5,180,178.5,89.63943767,-25.0168614,-95.79736684,-6.444175573,59.20363721,49.51198774
-78.64864865,18.34534535,725,358.5,180,178.5,89.13481281,60.41736562,20.26998821,-6.444175573,59.20363721,49.51198774
-82.51515152,8.882575758,725,421.5,180,178.5,-88.90902026,27.57976167,-162.7960448,-6.444175573,59.20363721,49.51198774
-66,0.1,480,0,180,178.5,-88.80278625,-19.76638299,-8.425050755,2.405289545,10.79010323,-43.99868207
-72.41509434,0.632075472,725,358.5,180,178.5,89.13481281,60.41736562,20.26998821,2.405289545,10.79010323,-43.99868207
-67.62790698,2.382059801,0,358.5,180,178.5,89.63943767,-25.0168614,-95.79736684,2.405289545,10.79010323,-43.99868207
-78.5,4.257142857,725,421.5,180,178.5,-88.90902026,27.57976167,-162.7960448,2.405289545,10.79010323,-43.99868207
-77.76190476,1.307781649,725,358.5,180,178.5,89.13481281,60.41736562,20.26998821,-5.433810795,57.29276824,-131.8890048
-72.31818182,1.570824524,480,0,180,178.5,-88.80278625,-19.76638299,-8.425050755,-5.433810795,57.29276824,-131.8890048
-67.69047619,11.77990708,0,358.5,180,178.5,89.63943767,-25.0168614,-95.79736684,-5.433810795,57.29276824,-131.8890048
-71.59574468,2.333024977,725,421.5,180,178.5,-88.90902026,27.57976167,-162.7960448,-5.433810795,57.29276824,-131.8890048
-80.15909091,2.881078224,725,358.5,180,178.5,89.13481281,60.41736562,20.26998821,1.63640458,17.89790456,136.0779963
-65,2.705882353,0,358.5,180,178.5,89.63943767,-25.0168614,-95.79736684,1.63640458,17.89790456,136.0779963
-77.32142857,12.4484127,480,0,180,178.5,-88.80278625,-19.76638299,-8.425050755,1.63640458,17.89790456,136.0779963
-75.77083333,10.43572695,725,421.5,180,178.5,-88.90902026,27.57976167,-162.7960448,1.63640458,17.89790456,136.0779963
-74.52727273,1.364983165,725,358.5,240,178.5,89.13481281,60.41736562,20.26998821,3.000906782,2.498364122,39.92637986
-66.19607843,0.280784314,0,358.5,240,178.5,89.63943767,-25.0168614,-95.79736684,3.000906782,2.498364122,39.92637986
-73.71794872,0.418353576,725,421.5,240,178.5,-88.90902026,27.57976167,-162.7960448,3.000906782,2.498364122,39.92637986
-68.73333333,0.685057471,480,0,240,178.5,-88.80278625,-19.76638299,-8.425050755,3.000906782,2.498364122,39.92637986
-75.40740741,14.0968661,725,421.5,240,178.5,-88.90902026,27.57976167,-162.7960448,-2.376702136,55.02356438,-49.41190867
-71.825,1.327564103,0,358.5,240,178.5,89.63943767,-25.0168614,-95.79736684,-2.376702136,55.02356438,-49.41190867
-75.18333333,1.16920904,725,358.5,240,178.5,89.13481281,60.41736562,20.26998821,-2.376702136,55.02356438,-49.41190867
-67.53061224,2.920918367,480,0,240,178.5,-88.80278625,-19.76638299,-8.425050755,-2.376702136,55.02356438,-49.41190867
-65.04081633,0.706632653,480,0,240,178.5,-88.80278625,-19.76638299,-8.425050755,0.99077403,23.46016955,-132.4573805
-71.34042553,0.229417206,725,358.5,240,178.5,89.13481281,60.41736562,20.26998821,0.99077403,23.46016955,-132.4573805
-75.775,2.230128205,0,358.5,240,178.5,89.63943767,-25.0168614,-95.79736684,0.99077403,23.46016955,-132.4573805
-70.64864865,3.012012012,725,421.5,240,178.5,-88.90902026,27.57976167,-162.7960448,0.99077403,23.46016955,-132.4573805
-73.62222222,5.376767677,0,358.5,240,178.5,89.63943767,-25.0168614,-95.79736684,5.717817428,-5.00050472,130.2050434
